ACT Symbol|Security Name|Exchange|CQS Symbol|ETF|Round Lot Size|Test Issue|NASDAQ Symbol
BGS|B&G Foods, Inc. Common Stock|N|BGS|N|100.0|N|BGS
BGSF|BGSF, Inc. Common Stock|N|BGSF|N|100.0|N|BGSF
BGT|BlackRock Floating Rate Income Trust|N|BGT|N|100.0|N|BGT
BGX|Blackstone Long Short Credit Income Fund Common Shares|N|BGX|N|100.0|N|BGX
BGY|Blackrock Enhanced International Dividend Trust|N|BGY|N|100.0|N|BGY
BH|Biglari Holdings Inc. Class B Common Stock|N|BH|N|10.0|N|BH
BH.A|Biglari Holdings Inc. Class A Common Stock|N|BH.A|N|10.0|N|BH.A
BHB|Bar Harbor Bankshares, Inc. Common Stock|A|BHB|N|100.0|N|BHB
BHC|Bausch Health Companies Inc. Common Stock|N|BHC|N|100.0|N|BHC
BHE|Benchmark Electronics, Inc. Common Stock|N|BHE|N|100.0|N|BHE
BHIL|Benson Hill, Inc. Common Stock|N|BHIL|N|100.0|N|BHIL
BHK|Blackrock Core Bond Trust|N|BHK|N|100.0|N|BHK
BHLB|Berkshire Hills Bancorp, Inc. Common Stock|N|BHLB|N|100.0|N|BHLB
BHM|Bluerock Homes Trust, Inc. Class A Common Stock|A|BHM|N|100.0|N|BHM
BHP|BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares)|N|BHP|N|100.0|N|BHP
BHR|Braemar Hotels & Resorts Inc. Common Stock|N|BHR|N|100.0|N|BHR
BHV|BlackRock Virginia Municipal Bond Trust|N|BHV|N|100.0|N|BHV
BHVN|Biohaven Ltd. Common Shares |N|BHVN|N|100.0|N|BHVN
BIG|Big Lots, Inc. Common Stock|N|BIG|N|100.0|N|BIG
BIGZ|BlackRock Innovation and Growth Term Trust Common Shares of Beneficial Interest|N|BIGZ|N|100.0|N|BIGZ
BILL|BILL Holdings, Inc. Common Stock|N|BILL|N|100.0|N|BILL
BIO|Bio-Rad Laboratories, Inc. Class A Common Stock|N|BIO|N|100.0|N|BIO
BIO.B|Bio-Rad Laboratories, Inc. Class B  Common Stock|N|BIO.B|N|100.0|N|BIO.B
BIP|Brookfield Infrastructure Partners LP Limited Partnership Units|N|BIP|N|100.0|N|BIP
BIPC|Brookfield Infrastructure Corporation |N|BIPC|N|100.0|N|BIPC
BIPH|Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081|N|BIPH|N|100.0|N|BIPH
BIPI|BIP Bermuda Holdings I Limited 5.125% Perpetual Subordinated Notes|N|BIPI|N|100.0|N|BIPI
BIPJ|Brookfield Infrastructure Corporation 7.250% Subordinated Notes due 2084|N|BIPJ|N|100.0|N|BIPJ
BIRK|Birkenstock Holding plc Ordinary Shares|N|BIRK|N|100.0|N|BIRK
BIT|BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest|N|BIT|N|100.0|N|BIT
BITE|Bite Acquisition Corp. Common Stock|A|BITE|N|100.0|N|BITE
BJ|BJ's Wholesale Club Holdings, Inc. Common Stock|N|BJ|N|100.0|N|BJ
BK|The Bank of New York Mellon Corporation Common Stock|N|BK|N|100.0|N|BK
BKD|Brookdale Senior Living Inc. Common Stock|N|BKD|N|100.0|N|BKD
BKDT|Brookdale Senior Living Inc. 7.00% Tangible Equity Units|N|BKDT|N|100.0|N|BKDT
BKE|Buckle, Inc. (The) Common Stock|N|BKE|N|100.0|N|BKE
BKH|Black Hills Corporation Common Stock|N|BKH|N|100.0|N|BKH
BKKT|Bakkt Holdings, Inc. Class A Common Stock|N|BKKT|N|100.0|N|BKKT
BKN|BlackRock Investment Quality Municipal Trust Inc. (The)|N|BKN|N|100.0|N|BKN
BKSY|BlackSky Technology Inc. Class A Common Stock|N|BKSY|N|100.0|N|BKSY
BKT|BlackRock Income Trust Inc. (The)|N|BKT|N|100.0|N|BKT
BKTI|BK Technologies Corporation Common Stock|A|BKTI|N|100.0|N|BKTI
BKU|BankUnited, Inc. Common Stock|N|BKU|N|100.0|N|BKU
BLCO|Bausch + Lomb Corporation Common Shares|N|BLCO|N|100.0|N|BLCO
BLD|TopBuild Corp. Common Stock|N|BLD|N|100.0|N|BLD
BLDR|Builders FirstSource, Inc. Common Stock|N|BLDR|N|100.0|N|BLDR
BLE|BlackRock Municipal Income Trust II|N|BLE|N|100.0|N|BLE
BLK|BlackRock, Inc. Common Stock|N|BLK|N|100.0|N|BLK
BLND|Blend Labs, Inc. Class A Common Stock|N|BLND|N|100.0|N|BLND
BLUA|BlueRiver Acquisition Corp. Class A Ordinary Shares|A|BLUA|N|100.0|N|BLUA
BLW|Blackrock Limited Duration Income Trust|N|BLW|N|100.0|N|BLW
BLX|Banco Latinoamericano de Comercio Exterior, S.A.|N|BLX|N|100.0|N|BLX
BMA|Banco Macro S.A.  ADR (representing Ten Class B Common Shares)|N|BMA|N|100.0|N|BMA
BME|Blackrock Health Sciences Trust|N|BME|N|100.0|N|BME
BMEZ|BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest|N|BMEZ|N|100.0|N|BMEZ
BMI|Badger Meter, Inc. Common Stock|N|BMI|N|100.0|N|BMI
BMN|BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest|N|BMN|N|100.0|N|BMN
BMO|Bank Of Montreal Common Stock|N|BMO|N|100.0|N|BMO
BMTX|BM Technologies, Inc. Common Stock|A|BMTX|N|100.0|N|BMTX
BMY|Bristol-Myers Squibb Company Common Stock|N|BMY|N|100.0|N|BMY
BN|Brookfield Corporation Class A Limited Voting Shares|N|BN|N|100.0|N|BN
BNED|Barnes & Noble Education, Inc Common Stock|N|BNED|N|100.0|N|BNED
BNH|Brookfield Finance Inc. 4.625% Subordinated Notes due October 16, 2080|N|BNH|N|100.0|N|BNH
BNJ|Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes|N|BNJ|N|100.0|N|BNJ
BNKD|MicroSectors U.S. Big Banks Index -3X Inverse Leveraged ETNs|P|BNKD|N|100.0|N|BNKD
BNKU|MicroSectors U.S. Big Banks Index 3X Leveraged ETNs|P|BNKU|N|100.0|N|BNKU
BNL|Broadstone Net Lease, Inc. Common Stock|N|BNL|N|100.0|N|BNL
BNRE|Brookfield Reinsurance Ltd. Class A Exchangeable Limited Voting Shares|N|BNRE|N|100.0|N|BNRE
BNRE.A|Brookfield Reinsurance Ltd. Class A-1 Exchangeable Non-Voting Shares|N|BNRE.A|N|100.0|N|BNRE.A
BNS|Bank Nova Scotia Halifax Pfd 3 Ordinary Shares|N|BNS|N|100.0|N|BNS
BNY|BlackRock New York Municipal Income Trust|N|BNY|N|100.0|N|BNY
BOC|Boston Omaha Corporation Class A Common Stock|N|BOC|N|100.0|N|BOC
BODI|The Beachbody Company, Inc. Class A Common Stock|N|BODI|N|100.0|N|BODI
BOE|Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest|N|BOE|N|100.0|N|BOE
BOH|Bank of Hawaii Corporation Common Stock|N|BOH|N|100.0|N|BOH
BOOT|Boot Barn Holdings, Inc. Common Stock|N|BOOT|N|100.0|N|BOOT
BORR|Borr Drilling Limited Common Shares|N|BORR|N|100.0|N|BORR
BOW|Bowhead Specialty Holdings Inc. Common Stock|N|BOW|N|100.0|N|BOW
BOWL|Bowlero Corp. Class A Common Stock|N|BOWL|N|100.0|N|BOWL
BOX|Box, Inc. Class A Common Stock|N|BOX|N|100.0|N|BOX
BP|BP p.l.c. Common Stock|N|BP|N|100.0|N|BP
BPT|BP Prudhoe Bay Royalty Trust Common Stock|N|BPT|N|100.0|N|BPT
BQ|Boqii Holding Limited American Depositary Shares, representing Class A Ordinary Shares|A|BQ|N|100.0|N|BQ
BR|Broadridge Financial Solutions, Inc. Common Stock|N|BR|N|100.0|N|BR
BRBR|BellRing Brands, Inc. Common Stock |N|BRBR|N|100.0|N|BRBR
BRBS|Blue Ridge Bankshares, Inc. Common Stock|A|BRBS|N|100.0|N|BRBS
BRC|Brady Corporation Common Stock|N|BRC|N|100.0|N|BRC
BRCC|BRC Inc. Class A Common Stock|N|BRCC|N|100.0|N|BRCC
BRDG|Bridge Investment Group Holdings Inc. Class A Common Stock|N|BRDG|N|100.0|N|BRDG
BRFS|BRF S.A.|N|BRFS|N|100.0|N|BRFS
BRK.A|Berkshire Hathaway Inc. Common Stock|N|BRK.A|N|1.0|N|BRK.A
BRK.B|Berkshire Hathaway Inc. New Common Stock|N|BRK.B|N|100.0|N|BRK.B
BRN|Barnwell Industries, Inc. Common Stock|A|BRN|N|100.0|N|BRN
BRO|Brown & Brown, Inc. Common Stock|N|BRO|N|100.0|N|BRO
BROS|Dutch Bros Inc. Class A Common Stock|N|BROS|N|100.0|N|BROS
BRT|BRT Apartments Corp. (MD) Common Stock|N|BRT|N|100.0|N|BRT
BRW|Saba Capital Income & Opportunities Fund SBI|N|BRW|N|100.0|N|BRW
BRX|Brixmor Property Group Inc. Common Stock|N|BRX|N|100.0|N|BRX
BSAC|Banco Santander - Chile ADS|N|BSAC|N|100.0|N|BSAC
BSBR|Banco Santander Brasil SA American Depositary Shares, each representing one unit|N|BSBR|N|100.0|N|BSBR
BSL|Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest|N|BSL|N|100.0|N|BSL
BSM|Black Stone Minerals, L.P. Common units representing limited partner interests|N|BSM|N|100.0|N|BSM
BST|BlackRock Science and Technology Trust Common Shares of Beneficial Interest|N|BST|N|100.0|N|BST
BSTZ|BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest|N|BSTZ|N|100.0|N|BSTZ
BSX|Boston Scientific Corporation Common Stock|N|BSX|N|100.0|N|BSX
BTA|BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest|N|BTA|N|100.0|N|BTA
BTCM|BIT Mining Limited ADS|N|BTCM|N|100.0|N|BTCM
BTE|Baytex Energy Corp Common Shares|N|BTE|N|100.0|N|BTE
BTG|B2Gold Corp Common shares (Canada)|A|BTG|N|100.0|N|BTG
BTI|British American Tobacco  Industries, p.l.c. Common Stock ADR|N|BTI|N|100.0|N|BTI
BTO|John Hancock Financial Opportunities Fund Common Stock|N|BTO|N|100.0|N|BTO
BTT|BlackRock Municipal 2030 Target Term Trust|N|BTT|N|100.0|N|BTT
BTTR|Better Choice Company Inc. Common Stock|A|BTTR|N|100.0|N|BTTR
BTU|Peabody Energy Corporation Common Stock |N|BTU|N|100.0|N|BTU
BTZ|BlackRock Credit Allocation Income Trust|N|BTZ|N|100.0|N|BTZ
BUD|Anheuser-Busch Inbev SA Sponsored ADR (Belgium)|N|BUD|N|100.0|N|BUD
BUI|BlackRock Utility, Infrastructure & Power Opportunities Trust|N|BUI|N|100.0|N|BUI
BUR|Burford Capital Limited Ordinary Shares|N|BUR|N|100.0|N|BUR
BURL|Burlington Stores, Inc. Common Stock|N|BURL|N|100.0|N|BURL
BV|BrightView Holdings, Inc. Common Stock|N|BV|N|100.0|N|BV
BVN|Buenaventura Mining Company Inc.|N|BVN|N|100.0|N|BVN
BW|Babcock & Wilcox Enterprises, Inc. Common Stock|N|BW|N|100.0|N|BW
BWA|BorgWarner Inc. Common Stock|N|BWA|N|100.0|N|BWA
BWG|BrandywineGLOBAL Global Income Opportunities Fund Inc.|N|BWG|N|100.0|N|BWG
BWLP|BW LPG Limited Common Shares|N|BWLP|N|100.0|N|BWLP
BWMX|Betterware de Mexico, S.A.P.I. de C.V. Ordinary Shares|N|BWMX|N|100.0|N|BWMX
BWNB|Babcock & Wilcox Enterprises, Inc. 6.50% Senior Notes due 2026|N|BWNB|N|100.0|N|BWNB
BWSN|Babcock & Wilcox Enterprises, Inc. 8.125% Senior Notes due 2026|N|BWSN|N|100.0|N|BWSN
BWXT|BWX Technologies, Inc. Common Stock|N|BWXT|N|100.0|N|BWXT
BX|Blackstone Inc. Common Stock|N|BX|N|100.0|N|BX
BXC|Bluelinx Holdings Inc. Common Stock|N|BXC|N|100.0|N|BXC
BXMT|Blackstone Mortgage Trust, Inc. Common Stock|N|BXMT|N|100.0|N|BXMT
BXMX|Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest|N|BXMX|N|100.0|N|BXMX
BXP|Boston Properties, Inc. Common Stock|N|BXP|N|100.0|N|BXP
BXSL|Blackstone Secured Lending Fund Common Shares of Beneficial Interest|N|BXSL|N|100.0|N|BXSL
BY|Byline Bancorp, Inc. Common Stock|N|BY|N|100.0|N|BY
BYD|Boyd Gaming Corporation Common Stock|N|BYD|N|100.0|N|BYD
BYM|Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest|N|BYM|N|100.0|N|BYM
BYON|Beyond, Inc. Common Stock|N|BYON|N|100.0|N|BYON
BZH|Beazer Homes USA, Inc. Common Stock|N|BZH|N|100.0|N|BZH
C|Citigroup, Inc. Common Stock|N|C|N|100.0|N|C
CAAP|Corporacion America Airports SA Common Shares|N|CAAP|N|100.0|N|CAAP
CABO|Cable One, Inc. Common Stock|N|CABO|N|100.0|N|CABO
CACI|CACI International, Inc. Class A Common Stock|N|CACI|N|100.0|N|CACI
CADE|Cadence Bank Common Stock|N|CADE|N|100.0|N|CADE
CAE|CAE Inc. Ordinary Shares|N|CAE|N|100.0|N|CAE
CAF|Morgan Stanley China A Share Fund Inc. Common Stock|N|CAF|N|100.0|N|CAF
CAG|ConAgra Brands, Inc. Common Stock|N|CAG|N|100.0|N|CAG
CAH|Cardinal Health, Inc. Common Stock|N|CAH|N|100.0|N|CAH
CAL|Caleres, Inc. Common Stock|N|CAL|N|100.0|N|CAL
CALX|Calix, Inc Common Stock|N|CALX|N|100.0|N|CALX
CANF|Can-Fite Biopharma Ltd Sponsored ADR (Israel)|A|CANF|N|100.0|N|CANF
CANG|Cango Inc. American Depositary Shares,  each representing two (2) Class A Ordinary Shares|N|CANG|N|100.0|N|CANG
CAPL|CrossAmerica Partners LP Common Units representing limited partner interests|N|CAPL|N|100.0|N|CAPL
CARR|Carrier Global Corporation Common Stock |N|CARR|N|100.0|N|CARR
CARS|Cars.com Inc. Common Stock |N|CARS|N|100.0|N|CARS
CAT|Caterpillar, Inc. Common Stock|N|CAT|N|100.0|N|CAT
CATO|Cato Corporation (The) Class A Common Stock|N|CATO|N|100.0|N|CATO
CATX|Perspective Therapeutics, Inc. Common Stock|A|CATX|N|100.0|N|CATX
CAVA|CAVA Group, Inc. Common Stock|N|CAVA|N|100.0|N|CAVA
CB|Chubb Limited  Common Stock|N|CB|N|100.0|N|CB
CBH|Virtus Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest|N|CBH|N|100.0|N|CBH
CBL|CBL & Associates Properties, Inc. Common Stock|N|CBL|N|100.0|N|CBL
CBOE|Cboe Global Markets, Inc. Common Stock|Z|CBOE|N|100.0|N|CBOE
CBRE|CBRE Group Inc Common Stock Class A|N|CBRE|N|100.0|N|CBRE
CBT|Cabot Corporation Common Stock|N|CBT|N|100.0|N|CBT
CBU|Community Financial System, Inc. Common Stock|N|CBU|N|100.0|N|CBU
CBZ|CBIZ, Inc. Common Stock|N|CBZ|N|100.0|N|CBZ
CC|Chemours Company (The) Common Stock|N|CC|N|100.0|N|CC
CCEL|Cryo-Cell International, Inc. Common Stock|A|CCEL|N|100.0|N|CCEL
CCI|Crown Castle Inc. Common Stock|N|CCI|N|100.0|N|CCI
CCIA|Carlyle Credit Income Fund 8.75% Series A Preferred Shares due 2028|N|CCIA|N|100.0|N|CCIA
CCIF|Carlyle Credit Income Fund Shares of Beneficial Interest|N|CCIF|N|100.0|N|CCIF
CCJ|Cameco Corporation Common Stock|N|CCJ|N|100.0|N|CCJ
CCK|Crown Holdings, Inc.|N|CCK|N|100.0|N|CCK
CCL|Carnival Corporation Common Stock|N|CCL|N|100.0|N|CCL
CCM|Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares)|N|CCM|N|100.0|N|CCM
CCO|Clear Channel Outdoor Holdings, Inc. Common Stock|N|CCO|N|100.0|N|CCO
CCRD|CoreCard Corporation Common Stock|N|CCRD|N|100.0|N|CCRD
CCS|Century Communities, Inc. Common Stock|N|CCS|N|100.0|N|CCS
CCU|Compania Cervecerias Unidas, S.A. Common Stock|N|CCU|N|100.0|N|CCU
CCZ|Comcast Holdings ZONES|N|CCZ|N|100.0|N|CCZ
CDE|Coeur Mining, Inc. Common Stock|N|CDE|N|100.0|N|CDE
CDLR|Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares)|N|CDLR|N|100.0|N|CDLR
CDP|COPT Defense Properties Common Shares of Beneficial Interest|N|CDP|N|100.0|N|CDP
CDRE|Cadre Holdings, Inc. Common Stock|N|CDRE|N|100.0|N|CDRE
CE|Celanese Corporation Common Stock|N|CE|N|100.0|N|CE
CEE|The Central and Eastern Europe Fund, Inc. (The) Common Stock|N|CEE|N|100.0|N|CEE
CEI|Camber Energy, Inc. Common Stock|A|CEI|N|100.0|N|CEI
CEIX|CONSOL Energy Inc. Common Stock |N|CEIX|N|100.0|N|CEIX
CEM|ClearBridge MLP and Midstream Fund Inc. Common Stock|N|CEM|N|100.0|N|CEM
CEPU|Central Puerto S.A. American Depositary Shares (each represents ten Common Shares)|N|CEPU|N|100.0|N|CEPU
CET|Central Securities Corporation Common Stock|A|CET|N|100.0|N|CET
CEV|Eaton Vance California Municipal Income Trust Shares of Beneficial Interest|A|CEV|N|100.0|N|CEV
CF|CF Industries Holdings, Inc. Common Stock|N|CF|N|100.0|N|CF
CFG|Citizens Financial Group, Inc. Common Stock|N|CFG|N|100.0|N|CFG
CFR|Cullen/Frost Bankers, Inc. Common Stock|N|CFR|N|100.0|N|CFR
CGA|China Green Agriculture, Inc. Common Stock|N|CGA|N|100.0|N|CGA
CGAU|Centerra Gold Inc. Common Shares|N|CGAU|N|100.0|N|CGAU
CHAA|Catcha Investment Corp. Class A Ordinary Shares|A|CHAA|N|100.0|N|CHAA
CHCT|Community Healthcare Trust Incorporated Common Stock|N|CHCT|N|100.0|N|CHCT
CHD|Church & Dwight Company, Inc. Common Stock|N|CHD|N|100.0|N|CHD
CHE|Chemed Corp|N|CHE|N|100.0|N|CHE
CHGG|Chegg, Inc. Common Stock|N|CHGG|N|100.0|N|CHGG
CHH|Choice Hotels International, Inc. Common Stock|N|CHH|N|100.0|N|CHH
CHMI|Cherry Hill Mortgage Investment Corporation Common Stock|N|CHMI|N|100.0|N|CHMI
CHN|China Fund, Inc. (The) Common Stock|N|CHN|N|100.0|N|CHN
CHPT|ChargePoint Holdings, Inc. Common Stock|N|CHPT|N|100.0|N|CHPT
CHRO|Chromocell Therapeutics Corporation Common Stock|A|CHRO|N|100.0|N|CHRO
CHT|Chunghwa Telecom Co., Ltd.|N|CHT|N|100.0|N|CHT
CHWY|Chewy, Inc. Class A Common Stock|N|CHWY|N|100.0|N|CHWY
CI|The Cigna Group Common Stock|N|CI|N|100.0|N|CI
CIA|Citizens, Inc. Class A Common Stock ($1.00 Par)|N|CIA|N|100.0|N|CIA
CIB|BanColombia S.A. Common Stock|N|CIB|N|100.0|N|CIB
CIEN|Ciena Corporation Common Stock|N|CIEN|N|100.0|N|CIEN
CIF|MFS Intermediate High Income Fund Common Stock|N|CIF|N|100.0|N|CIF
CIG|Comp En De Mn Cemig ADS American Depositary Shares|N|CIG|N|100.0|N|CIG
CIG.C|Comp En De Mn Cemig ADS American Depositary Receipts|N|CIG.C|N|100.0|N|CIG.C
CII|Blackrock Capital and Income Fund, Inc.|N|CII|N|100.0|N|CII
CIK|Credit Suisse Asset Management Income Fund, Inc. Common Stock|A|CIK|N|100.0|N|CIK
CIM|Chimera Investment Corporation Common Stock|N|CIM|N|100.0|N|CIM
CIMN|Chimera Investment Corporation 9.000% Senior Notes due 2029|N|CIMN|N|100.0|N|CIMN
CINT|CI&T Inc Class A Common Shares|N|CINT|N|100.0|N|CINT
CIO|City Office REIT, Inc. Common Stock|N|CIO|N|100.0|N|CIO
CION|CION Investment Corporation Common Stock|N|CION|N|100.0|N|CION
CIVI|Civitas Resources, Inc. Common Stock|N|CIVI|N|100.0|N|CIVI
CIX|CompX International Inc. Common Stock|A|CIX|N|100.0|N|CIX
CKX|CKX Lands, Inc. Common Stock|A|CKX|N|100.0|N|CKX
CL|Colgate-Palmolive Company Common Stock|N|CL|N|100.0|N|CL
CLB|Core Laboratories Inc. Common Stock|N|CLB|N|100.0|N|CLB
CLBR|Colombier Acquisition Corp. II Class A Ordinary Shares|N|CLBR|N|100.0|N|CLBR
CLCO|Cool Company Ltd. Common Shares|N|CLCO|N|100.0|N|CLCO
CLDI|Calidi Biotherapeutics, Inc. Common Stock|A|CLDI|N|100.0|N|CLDI
CLDT|Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest|N|CLDT|N|100.0|N|CLDT
CLF|Cleveland-Cliffs Inc. Common Stock|N|CLF|N|100.0|N|CLF
CLH|Clean Harbors, Inc. Common Stock|N|CLH|N|100.0|N|CLH
CLM|Cornerstone Strategic Value Fund, Inc. New Common Stock|A|CLM|N|100.0|N|CLM
CLPR|Clipper Realty Inc. Common Stock|N|CLPR|N|100.0|N|CLPR
CLS|Celestica, Inc. Common Stock|N|CLS|N|100.0|N|CLS
CLVT|Clarivate Plc Ordinary Shares|N|CLVT|N|100.0|N|CLVT
CLW|Clearwater Paper Corporation Common Stock|N|CLW|N|100.0|N|CLW
CLX|Clorox Company (The) Common Stock|N|CLX|N|100.0|N|CLX
CM|Canadian Imperial Bank of Commerce Common Stock|N|CM|N|100.0|N|CM
CMA|Comerica Incorporated Common Stock|N|CMA|N|100.0|N|CMA
CMC|Commercial Metals Company Common Stock|N|CMC|N|100.0|N|CMC
CMCL|Caledonia Mining Corporation Plc Common Shares|A|CMCL|N|100.0|N|CMCL
CMCM|Cheetah Mobile Inc. American Depositary Shares, each representing fifty (50) Class A Ordinary Shares|N|CMCM|N|100.0|N|CMCM
CMG|Chipotle Mexican Grill, Inc. Common Stock|N|CMG|N|100.0|N|CMG
CMI|Cummins Inc. Common Stock|N|CMI|N|100.0|N|CMI
CMP|Compass Minerals Intl Inc Common Stock|N|CMP|N|100.0|N|CMP
CMRE|Costamare Inc. Common Stock $0.0001 par value|N|CMRE|N|100.0|N|CMRE
CMS|CMS Energy Corporation Common Stock|N|CMS|N|100.0|N|CMS
CMSA|CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078|N|CMSA|N|100.0|N|CMSA
CMSC|CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078|N|CMSC|N|100.0|N|CMSC
CMSD|CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079|N|CMSD|N|100.0|N|CMSD
CMT|Core Molding Technologies Inc Common Stock|A|CMT|N|100.0|N|CMT
CMTG|Claros Mortgage Trust, Inc. Common Stock|N|CMTG|N|100.0|N|CMTG
CMU|MFS Municipal Income Trust Common Stock|N|CMU|N|100.0|N|CMU
CNA|CNA Financial Corporation Common Stock|N|CNA|N|100.0|N|CNA
CNC|Centene Corporation Common Stock|N|CNC|N|100.0|N|CNC
CNDA|Concord Acquisition Corp II Class A Common Stock|A|CNDA|N|100.0|N|CNDA
CNDA.U|Concord Acquisition Corp II Units|A|CNDA.U|N|100.0|N|CNDA=
CNF|CNFinance Holdings Limited American Depositary Shares, each representing  twenty (20) Ordinary Shares|N|CNF|N|100.0|N|CNF
CNH|CNH Industrial N.V. Common Shares|N|CNH|N|100.0|N|CNH
CNI|Canadian National Railway Company Common Stock|N|CNI|N|100.0|N|CNI
CNK|Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock|N|CNK|N|100.0|N|CNK
CNM|Core & Main, Inc. Class A Common Stock|N|CNM|N|100.0|N|CNM
CNMD|CONMED Corporation Common Stock|N|CNMD|N|100.0|N|CNMD
CNNE|Cannae Holdings, Inc. Common Stock|N|CNNE|N|100.0|N|CNNE
CNO|CNO Financial Group, Inc. Common Stock|N|CNO|N|100.0|N|CNO
CNP|CenterPoint Energy, Inc (Holding Co) Common Stock|N|CNP|N|100.0|N|CNP
CNQ|Canadian Natural Resources Limited Common Stock|N|CNQ|N|100.0|N|CNQ
CNS|Cohen & Steers Inc Common Stock|N|CNS|N|100.0|N|CNS
CNX|CNX Resources Corporation Common Stock|N|CNX|N|100.0|N|CNX
CODI|D/B/A Compass Diversified Holdings Shares of Beneficial Interest|N|CODI|N|100.0|N|CODI
COE|51Talk Online Education Group American depositary shares, each representing 60 Class A ordinary shares|A|COE|N|100.0|N|COE
COF|Capital One Financial Corporation Common Stock|N|COF|N|100.0|N|COF
COHN|Cohen & Company Inc.|A|COHN|N|100.0|N|COHN
COHR|Coherent Corp. Common Stock|N|COHR|N|100.0|N|COHR
COLD|Americold Realty Trust, Inc. Common Stock|N|COLD|N|100.0|N|COLD
COMP|Compass, Inc. Class A Common Stock|N|COMP|N|100.0|N|COMP
COOK|Traeger, Inc. Common Stock|N|COOK|N|100.0|N|COOK
COP|ConocoPhillips Common Stock|N|COP|N|100.0|N|COP
COR|Cencora, Inc. Common Stock|N|COR|N|100.0|N|COR
COTY|Coty Inc. Class A Common Stock|N|COTY|N|100.0|N|COTY
COUR|Coursera, Inc. Common Stock|N|COUR|N|100.0|N|COUR
CP|Canadian Pacific Kansas City Limited Common Shares|N|CP|N|100.0|N|CP
CPA|Copa Holdings, S.A. Class A Common Stock|N|CPA|N|100.0|N|CPA
CPAC|Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares)|N|CPAC|N|100.0|N|CPAC
CPAY|Corpay, Inc. Common Stock|N|CPAY|N|100.0|N|CPAY
CPB|Campbell Soup Company Common Stock|N|CPB|N|100.0|N|CPB
CPF|Central Pacific Financial Corp New|N|CPF|N|100.0|N|CPF
CPHI|China Pharma Holdings, Inc. Common Stock|A|CPHI|N|100.0|N|CPHI
CPK|Chesapeake Utilities Corporation Common Stock|N|CPK|N|100.0|N|CPK
CPNG|Coupang, Inc. Class A Common Stock|N|CPNG|N|100.0|N|CPNG
CPRI|Capri Holdings Limited Ordinary Shares|N|CPRI|N|100.0|N|CPRI
CPS|Cooper-Standard Holdings Inc. Common Stock|N|CPS|N|100.0|N|CPS
CPT|Camden Property Trust Common Stock|N|CPT|N|100.0|N|CPT
CQP|Cheniere Energy Partners, LP Common Units|N|CQP|N|100.0|N|CQP
CR|Crane Company Common Stock|N|CR|N|100.0|N|CR
CRBG|Corebridge Financial Inc. Common Stock|N|CRBG|N|100.0|N|CRBG
CRC|California Resources Corporation Common Stock|N|CRC|N|100.0|N|CRC
CRD.A|Crawford & Company Common Stock|N|CRD.A|N|100.0|N|CRD.A
CRD.B|Crawford & Company Common Stock|N|CRD.B|N|100.0|N|CRD.B
CRF|Cornerstone Total Return Fund, Inc. (The) Common Stock|A|CRF|N|100.0|N|CRF
CRGY|Crescent Energy Company Class A Common Stock|N|CRGY|N|100.0|N|CRGY
CRH|CRH PLC Ordinary Shares|N|CRH|N|100.0|N|CRH
CRI|Carter's, Inc. Common Stock|N|CRI|N|100.0|N|CRI
CRK|Comstock Resources, Inc. Common Stock|N|CRK|N|100.0|N|CRK
CRL|Charles River Laboratories International, Inc. Common Stock|N|CRL|N|100.0|N|CRL
CRM|Salesforce, Inc. Common Stock|N|CRM|N|100.0|N|CRM
CRS|Carpenter Technology Corporation Common Stock|N|CRS|N|100.0|N|CRS
CRT|Cross Timbers Royalty Trust Common Stock|N|CRT|N|100.0|N|CRT
CSAN|Cosan S.A. ADS|N|CSAN|N|100.0|N|CSAN
CSL|Carlisle Companies Incorporated Common Stock|N|CSL|N|100.0|N|CSL
CSR|D/B/A Centerspace Common Stock|N|CSR|N|100.0|N|CSR
CSTM|Constellium SE Ordinary Shares (France)|N|CSTM|N|100.0|N|CSTM
CSV|Carriage Services, Inc. Common Stock|N|CSV|N|100.0|N|CSV
CTBB|Qwest Corporation 6.5% Notes due 2056|N|CTBB|N|100.0|N|CTBB
