Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
JOUT|Johnson Outdoors Inc. - Class A Common Stock|Q|N|N|100.0|N|N
JRSH|Jerash Holdings (US), Inc. - Common Stock|S|N|N|100.0|N|N
JRVR|James River Group Holdings, Ltd. - Common Shares|Q|N|N|100.0|N|N
JSM|Navient Corporation - 6% Senior Notes due December 15, 2043|Q|N|N|100.0|N|N
JSPR|Jasper Therapeutics, Inc. - Class A Common Stock|S|N|N|100.0|N|N
JSPRW|Jasper Therapeutics, Inc. - Warrant|S|N|N|100.0|N|N
JTAIW|Jet.AI Inc. - Warrant|S|N|N|100.0|N|N
JUNE|Junee Limited - Ordinary Shares|S|N|N|100.0|N|N
JVA|Coffee Holding Co., Inc. - Common Stock|S|N|N|100.0|N|N
JVSA|JVSPAC Acquisition Corp. - Class A Ordinary Share|S|N|N|100.0|N|N
JVSAR|JVSPAC Acquisition Corp. - Right|S|N|N|100.0|N|N
JVSAU|JVSPAC Acquisition Corp. - Unit|S|N|N|100.0|N|N
JWEL|Jowell Global Ltd. - Ordinary Shares|S|N|N|100.0|N|N
JXJT|JX Luxventure Limited - Common Stock|S|N|N|100.0|N|N
JYNT|The Joint Corp. - Common Stock|S|N|N|100.0|N|N
KACL|Kairous Acquisition Corp. Limited - Ordinary Shares|S|N|N|100.0|N|N
KACLR|Kairous Acquisition Corp. Limited - Rights|S|N|N|100.0|N|N
KACLU|Kairous Acquisition Corp. Limited - Unit|S|N|N|100.0|N|N
KACLW|Kairous Acquisition Corp. Limited - Warrants|S|N|N|100.0|N|N
KALA|KALA BIO, Inc. - Common Stock|S|N|N|100.0|N|N
KALU|Kaiser Aluminum Corporation - Common Stock|Q|N|N|100.0|N|N
KALV|KalVista Pharmaceuticals, Inc. - Common Stock|G|N|N|100.0|N|N
KARO|Karooooo Ltd. - Ordinary shares|S|N|N|100.0|N|N
KC|Kingsoft Cloud Holdings Limited - American Depositary Shares|Q|N|N|100.0|N|N
KDLY|Kindly MD, Inc. - Common Stock|S|N|N|100.0|N|N
KDLYW|Kindly MD, Inc. - Warrants|S|N|N|100.0|N|N
KDP|Keurig Dr Pepper Inc. - Common Stock|Q|N|N|100.0|N|N
KE|Kimball Electronics, Inc. - Common Stock|Q|N|N|100.0|N|N
KELYA|Kelly Services, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
KELYB|Kelly Services, Inc. - Class B Common Stock|Q|N|N|100.0|N|N
KEQU|Kewaunee Scientific Corporation - Common Stock|G|N|N|100.0|N|N
KFFB|Kentucky First Federal Bancorp - Common Stock|G|N|N|100.0|N|N
KGEI|Kolibri Global Energy Inc. - Common stock|S|N|N|100.0|N|N
KHC|The Kraft Heinz Company - Common Stock|Q|N|N|100.0|N|N
KIDS|OrthoPediatrics Corp. - Common Stock|G|N|N|100.0|N|N
KINS|Kingstone Companies, Inc - Common Stock|S|N|N|100.0|N|N
KIRK|Kirkland's, Inc. - Common Stock|Q|N|N|100.0|N|N
KLAC|KLA Corporation  - Common Stock|Q|N|N|100.0|N|N
KLIC|Kulicke and Soffa Industries, Inc. - Common Stock|Q|N|N|100.0|N|N
KLTR|Kaltura, Inc. - Common Stock|Q|N|N|100.0|N|N
KLXE|KLX Energy Services Holdings, Inc.  - Common Stock|Q|N|N|100.0|N|N
KMDA|Kamada Ltd. - Ordinary Shares|Q|N|N|100.0|N|N
KNDI|Kandi Technologies Group, Inc. - Ordinary Shares|Q|N|N|100.0|N|N
KNSA|Kiniksa Pharmaceuticals, Ltd. - Class A Common Stock|Q|N|N|100.0|N|N
KOD|Kodiak Sciences Inc - Common Stock|G|N|N|100.0|N|N
KOSS|Koss Corporation - Common Stock|S|N|N|100.0|N|N
KPLT|Katapult Holdings, Inc. - Common Stock|G|N|N|100.0|N|N
KPLTW|Katapult Holdings, Inc. - Warrant|G|N|N|100.0|N|N
KPTI|Karyopharm Therapeutics Inc. - Common Stock|Q|N|N|100.0|N|N
KRMD|KORU Medical Systems, Inc. - Common Stock|S|N|N|100.0|N|N
KRNT|Kornit Digital Ltd. - Ordinary Shares|Q|N|N|100.0|N|N
KRNY|Kearny Financial - Common Stock|Q|N|N|100.0|N|N
KRON|Kronos Bio, Inc. - Common Stock|Q|N|N|100.0|N|N
KROS|Keros Therapeutics, Inc. - common stock|G|N|N|100.0|N|N
KRRO|Korro Bio, Inc. - Common Stock|S|N|N|100.0|N|N
KRT|Karat Packaging Inc. - Common Stock|Q|N|N|100.0|N|N
KRUS|Kura Sushi USA, Inc. - Class A Common Stock|G|N|N|100.0|N|N
KRYS|Krystal Biotech, Inc. - Common Stock|Q|N|N|100.0|N|N
KSPI|Joint Stock Company Kaspi.kz - American Depository Shares|Q|N|N|100.0|N|N
KTCC|Key Tronic Corporation - Common Stock|G|N|N|100.0|N|N
KTOS|Kratos Defense & Security Solutions, Inc. - Common Stock|Q|N|N|100.0|N|N
KTTA|Pasithea Therapeutics Corp. - Common Stock|S|N|N|100.0|N|N
KTTAW|Pasithea Therapeutics Corp. - Warrant|S|N|N|100.0|N|N
KURA|Kura Oncology, Inc. - Common Stock|Q|N|N|100.0|N|N
KVAC|Keen Vision Acquisition Corporation - Ordinary Shares|G|N|N|100.0|N|N
KVACU|Keen Vision Acquisition Corporation - Units|G|N|N|100.0|N|N
KVACW|Keen Vision Acquisition Corporation - Warrant|G|N|N|100.0|N|N
KVHI|KVH Industries, Inc. - Common Stock|Q|N|N|100.0|N|N
KWESW|KWESST Micro Systems Inc. - warrant|S|N|N|100.0|N|N
KYMR|Kymera Therapeutics, Inc. - Common Stock|G|N|N|100.0|N|N
KYTX|Kyverna Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
LAB|Standard BioTools Inc. - Common Stock|Q|N|N|100.0|N|N
LAES|SEALSQ Corp - Ordinary Shares|S|N|N|100.0|N|N
LAKE|Lakeland Industries, Inc. - Common Stock|G|N|N|100.0|N|N
LAMR|Lamar Advertising Company - Class A Common Stock|Q|N|N|100.0|N|N
LANC|Lancaster Colony Corporation - Common Stock|Q|N|N|100.0|N|N
LAND|Gladstone Land Corporation - Common Stock|G|N|N|100.0|N|N
LANDM|Gladstone Land Corporation - 5.00% Series D Cumulative Term Preferred Stock|G|N|N|100.0|N|N
LANDO|Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock|G|N|N|100.0|N|N
LANDP|Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock|G|N|N|100.0|N|N
LARK|Landmark Bancorp Inc. - Common Stock|G|N|N|100.0|N|N
LASE|Laser Photonics Corporation - Common Stock|S|N|N|100.0|N|N
LASR|nLIGHT, Inc. - Common Stock|Q|N|N|100.0|N|N
LATG|Chenghe Acquisition I Co. - Class A Ordinary Shares|G|N|N|100.0|N|N
LATGU|Chenghe Acquisition I Co. - Units|G|N|N|100.0|N|N
LAUR|Laureate Education, Inc. - Common Stock|Q|N|N|100.0|N|N
LAZR|Luminar Technologies, Inc.  - Class A Common Stock|Q|N|N|100.0|N|N
LBPH|Longboard Pharmaceuticals, Inc. - Common Stock|G|N|N|100.0|N|N
LBRDA|Liberty Broadband Corporation - Class A Common Stock|Q|N|N|100.0|N|N
LBRDK|Liberty Broadband Corporation - Class C Common Stock|Q|N|N|100.0|N|N
LBRDP|Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock|Q|N|N|100.0|N|N
LBTYA|Liberty Global Ltd. - Class A Common Shares|Q|N|N|100.0|N|N
LBTYB|Liberty Global Ltd. - Class B Common Shares|Q|N|N|100.0|N|N
LBTYK|Liberty Global Ltd. - Class C Common Shares|Q|N|N|100.0|N|N
LCFY|Locafy Limited - Ordinary Share|S|N|N|100.0|N|N
LCFYW|Locafy Limited - Warrant|S|N|N|100.0|N|N
LCID|Lucid Group, Inc. - Common Stock|Q|N|N|100.0|N|N
LCNB|LCNB Corporation - Common Stock|S|N|N|100.0|N|N
LCUT|Lifetime Brands, Inc. - Common Stock|Q|N|N|100.0|N|N
LDTC|LeddarTech Holdings Inc. - Common Shares|G|N|N|100.0|N|N
LDTCW|LeddarTech Holdings Inc. - Warrants|G|N|N|100.0|N|N
LDWY|Lendway, Inc. - Common Stock|S|N|N|100.0|N|N
LE|Lands' End, Inc. - Common Stock|S|N|N|100.0|N|N
LECO|Lincoln Electric Holdings, Inc. - Common Shares|Q|N|N|100.0|N|N
LEE|Lee Enterprises, Incorporated - Common Stock|Q|N|N|100.0|N|N
LEGH|Legacy Housing Corporation - Common Stock|Q|N|N|100.0|N|N
LEGN|Legend Biotech Corporation - American Depositary Shares|Q|N|N|100.0|N|N
LENZ|LENZ Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
LESL|Leslie's, Inc. - Common Stock|Q|N|N|100.0|N|N
LEXX|Lexaria Bioscience Corp. - Common Stock|S|N|N|100.0|N|N
LEXXW|Lexaria Bioscience Corp. - Warrant|S|N|N|100.0|N|N
LFMD|LifeMD, Inc. - Common Stock|G|N|N|100.0|N|N
LFMDP|LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock|G|N|N|100.0|N|N
LFST|LifeStance Health Group, Inc. - Common Stock|Q|N|N|100.0|N|N
LFUS|Littelfuse, Inc. - Common Stock|Q|N|N|100.0|N|N
LFVN|Lifevantage Corporation - Common Stock|S|N|N|100.0|N|N
LFWD|ReWalk Robotics Ltd. - Ordinary Shares|S|N|N|100.0|N|N
LGCB|Linkage Global Inc - Ordinary Shares|S|N|N|100.0|N|N
LGCL|Lucas GC Limited - Ordinary Shares|S|N|N|100.0|N|N
LGHLW|Lion Group Holding Ltd. - Warrant|S|N|N|100.0|N|N
LGIH|LGI Homes, Inc. - Common Stock|Q|N|N|100.0|N|N
LGND|Ligand Pharmaceuticals Incorporated - Common Stock|G|N|N|100.0|N|N
LGO|Largo Inc. - Common Shares|Q|N|N|100.0|N|N
LGVN|Longeveron Inc. - Class A Common stock|S|N|N|100.0|N|N
LI|Li Auto Inc. - American Depositary Shares|Q|N|N|100.0|N|N
LICN|Lichen China Limited - Class A Ordinary Shares|S|N|N|100.0|N|N
LIDR|AEye, Inc. - Class A Common Stock|S|N|N|100.0|N|N
LIDRW|AEye, Inc. - Warrant|S|N|N|100.0|N|N
LIF|Life360, Inc. - Common Stock|Q|N|N|100.0|N|N
LIFWW|MSP Recovery, Inc. - Warrant|G|N|N|100.0|N|N
LIFWZ|MSP Recovery, Inc. - Warrant|G|N|N|100.0|N|N
LILA|Liberty Latin America Ltd. - Class A Common Stock|Q|N|N|100.0|N|N
LILAK|Liberty Latin America Ltd. - Class C Common Stock|Q|N|N|100.0|N|N
LILM|Lilium N.V. - Class A Ordinary Shares|Q|N|N|100.0|N|N
LILMW|Lilium N.V. - Warrants|Q|N|N|100.0|N|N
LIN|Linde plc - Ordinary Shares|Q|N|N|100.0|N|N
LINC|Lincoln Educational Services Corporation - Common Stock|Q|N|N|100.0|N|N
LIND|Lindblad Expeditions Holdings Inc.  - Common Stock|S|N|N|100.0|N|N
LINK|Interlink Electronics, Inc. - Common Stock|S|N|N|100.0|N|N
LION|Lionsgate Studios Corp. - Common Shares|Q|N|N|100.0|N|N
LIQT|LiqTech International, Inc. - Common Stock|S|N|N|100.0|N|N
LITE|Lumentum Holdings Inc. - Common Stock|Q|N|N|100.0|N|N
LIVE|Live Ventures Incorporated - Common Stock|S|N|N|100.0|N|N
LIVN|LivaNova PLC - Ordinary Shares|Q|N|N|100.0|N|N
LIXT|Lixte Biotechnology Holdings, Inc. - Common Stock|S|N|N|100.0|N|N
LIXTW|Lixte Biotechnology Holdings, Inc. - Warrants|S|N|N|100.0|N|N
LKFN|Lakeland Financial Corporation - Common Stock|Q|N|N|100.0|N|N
LKQ|LKQ Corporation - Common Stock|Q|N|N|100.0|N|N
LLYVA|Liberty Media Corporation - Series A Liberty Live Common Stock|Q|N|N|100.0|N|N
LLYVK|Liberty Media Corporation - Series C Liberty Live Common Stock|Q|N|N|100.0|N|N
LMAT|LeMaitre Vascular, Inc. - Common Stock|G|N|N|100.0|N|N
LMB|Limbach Holdings, Inc. - Common Stock|S|N|N|100.0|N|N
LMFA|LM Funding America, Inc. - Common Stock|S|N|N|100.0|N|N
LMNR|Limoneira Co - Common Stock|Q|N|N|100.0|N|N
LNKB|LINKBANCORP, Inc. - Common Stock|S|N|N|100.0|N|N
LNSR|LENSAR, Inc. - Common Stock|S|N|N|100.0|N|N
LNT|Alliant Energy Corporation - Common Stock|Q|N|N|100.0|N|N
LNTH|Lantheus Holdings, Inc. - Common Stock|G|N|N|100.0|N|N
LNW|Light & Wonder, Inc.  - Common Stock|Q|N|N|100.0|N|N
LNZA|LanzaTech Global, Inc. - Common Stock|S|N|N|100.0|N|N
LNZAW|LanzaTech Global, Inc. - Warrant|S|N|N|100.0|N|N
LOAN|Manhattan Bridge Capital, Inc - Common Stock|S|N|N|100.0|N|N
LOBO|LOBO EV TECHNOLOGIES LTD. - Ordinary shares|S|N|N|100.0|N|N
LOCO|El Pollo Loco Holdings, Inc. - Common Stock|Q|N|N|100.0|N|N
LOGC|ContextLogic Inc. - Class A Common Stock|Q|N|N|100.0|N|N
LOGI|Logitech International S.A. - Registered Shares|Q|N|N|100.0|N|N
LOOP|Loop Industries, Inc. - Common Stock|G|N|N|100.0|N|N
LOPE|Grand Canyon Education, Inc. - Common Stock|Q|N|N|100.0|N|N
LOT|Lotus Technology Inc. - American Depositary Shares|Q|N|N|100.0|N|N
LOTWW|Lotus Technology Inc. - Warrants|S|N|N|100.0|N|N
LOVE|The Lovesac Company - Common Stock|G|N|N|100.0|N|N
LPCN|Lipocine Inc. - Common Stock|S|N|N|100.0|N|N
LPLA|LPL Financial Holdings Inc. - Common Stock|Q|N|N|100.0|N|N
LPRO|Open Lending Corporation - Common Stock|G|N|N|100.0|N|N
LPTH|LightPath Technologies, Inc. - Class A Common Stock|S|N|N|100.0|N|N
LPTX|Leap Therapeutics, Inc. - Common Stock|S|N|N|100.0|N|N
LQDA|Liquidia Corporation - Common Stock|S|N|N|100.0|N|N
LQDT|Liquidity Services, Inc. - Common Stock|Q|N|N|100.0|N|N
LQR|LQR House Inc. - Common Stock|S|N|N|100.0|N|N
LRCX|Lam Research Corporation - Common Stock|Q|N|N|100.0|N|N
LRE|Lead Real Estate Co., Ltd - American Depositary Shares|G|N|N|100.0|N|N
LRFC|Logan Ridge Finance Corporation - Common Stock|Q|N|N|100.0|N|N
LRHC|La Rosa Holdings Corp. - Common Stock|S|N|N|100.0|N|N
LRMR|Larimar Therapeutics, Inc. - Common Stock|G|N|N|100.0|N|N
LSAK|Lesaka Technologies, Inc. - Common Stock|Q|N|N|100.0|N|N
LSBK|Lake Shore Bancorp, Inc. - Common Stock|G|N|N|100.0|N|N
LSBPW|LakeShore Biopharma Co., Ltd - Warrants|S|N|N|100.0|N|N
LSCC|Lattice Semiconductor Corporation - Common Stock|Q|N|N|100.0|N|N
LSEA|Landsea Homes Corporation - Common Stock|S|N|N|100.0|N|N
LSEAW|Landsea Homes Corporation - Warrant|S|N|N|100.0|N|N
LSTA|Lisata Therapeutics, Inc. - Common Stock|S|N|N|100.0|N|N
LSTR|Landstar System, Inc. - Common Stock|Q|N|N|100.0|N|N
LSXMA|Liberty Media Corporation - Series A Liberty SiriusXM Common Stock|Q|N|N|100.0|N|N
LSXMB|Liberty Media Corporation - Series B Liberty SiriusXM Common Stock|Q|N|N|100.0|N|N
LSXMK|Liberty Media Corporation - Series C Liberty SiriusXM Common Stock|Q|N|N|100.0|N|N
LTBR|Lightbridge Corporation - Common Stock|S|N|N|100.0|N|N
LTRN|Lantern Pharma Inc. - Common Stock|S|N|N|100.0|N|N
LTRX|Lantronix, Inc. - Common Stock|S|N|N|100.0|N|N
LUCD|Lucid Diagnostics Inc. - Common Stock|S|N|N|100.0|N|N
LUCYW|Innovative Eyewear, Inc. - Warrants|S|N|N|100.0|N|N
LULU|lululemon athletica inc. - Common Stock|Q|N|N|100.0|N|N
LUMO|Lumos Pharma, Inc. - Common Stock|G|N|N|100.0|N|N
LUNG|Pulmonx Corporation - Common Stock|Q|N|N|100.0|N|N
LUNR|Intuitive Machines, Inc. - Class A Common Stock|G|N|N|100.0|N|N
LUNRW|Intuitive Machines, Inc. - Warrants|S|N|N|100.0|N|N
LUXH|LuxUrban Hotels Inc. - Common Stock|S|N|N|100.0|N|N
LUXHP|LuxUrban Hotels Inc. - 13.00% Series A Cumulative Redeemable Preferred Stock|S|N|N|100.0|N|N
LVLU|Lulu's Fashion Lounge Holdings, Inc. - Common Stock|G|N|N|100.0|N|N
LVO|LiveOne, Inc. - Common Stock|S|N|N|100.0|N|N
LVRO|Lavoro Limited - Class A Ordinary Shares|G|N|N|100.0|N|N
LVROW|Lavoro Limited - Warrant|G|N|N|100.0|N|N
LVTX|LAVA Therapeutics N.V. - Ordinary Shares|Q|N|N|100.0|N|N
LWAY|Lifeway Foods, Inc. - Common Stock|G|N|N|100.0|N|N
LWLG|Lightwave Logic, Inc. - Common Stock|S|N|N|100.0|N|N
LX|LexinFintech Holdings Ltd. - American Depositary Shares|Q|N|N|100.0|N|N
LXEO|Lexeo Therapeutics, Inc. - Common Stock|G|N|N|100.0|N|N
LXRX|Lexicon Pharmaceuticals, Inc. - Common Stock|Q|N|N|100.0|N|N
LYEL|Lyell Immunopharma, Inc. - Common Stock|Q|N|N|100.0|N|N
LYFT|Lyft, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
LYRA|Lyra Therapeutics, Inc. - Common Stock|G|N|N|100.0|N|N
LYT|Lytus Technologies Holdings PTV. Ltd. - Common Shares|S|N|N|100.0|N|N
LYTS|LSI Industries Inc. - Common Stock|Q|N|N|100.0|N|N
LZ|LegalZoom.com, Inc. - Common Stock|Q|N|N|100.0|N|N
MAMA|Mama's Creations, Inc. - Common Stock|S|N|N|100.0|N|N
MAMO|Massimo Group - Common Stock|S|N|N|100.0|N|N
MANH|Manhattan Associates, Inc. - Common Stock|Q|N|N|100.0|N|N
MAPS|WM Technology, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
MAPSW|WM Technology, Inc. - Warrants|Q|N|N|100.0|N|N
MAR|Marriott International - Class A Common Stock|Q|N|N|100.0|N|N
MARA|Marathon Digital Holdings, Inc. - Common Stock|S|N|N|100.0|N|N
MARPS|Marine Petroleum Trust - Units of Beneficial Interest|S|N|N|100.0|N|N
MASI|Masimo Corporation - Common Stock|Q|N|N|100.0|N|N
MASS|908 Devices Inc. - Common Stock|G|N|N|100.0|N|N
MAT|Mattel, Inc. - Common Stock|Q|N|N|100.0|N|N
MATW|Matthews International Corporation - Class A Common Stock|Q|N|N|100.0|N|N
MAXN|Maxeon Solar Technologies, Ltd. - Ordinary Shares|Q|N|N|100.0|N|N
MAYS|J. W. Mays, Inc. - Common Stock|S|N|N|100.0|N|N
MBCN|Middlefield Banc Corp. - Common Stock|S|N|N|100.0|N|N
MBIN|Merchants Bancorp - Common Stock|S|N|N|100.0|N|N
MBINM|Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock|S|N|N|100.0|N|N
MBINN|Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock|S|N|N|100.0|N|N
MBINO|Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate|S|N|N|100.0|N|N
MBLY|Mobileye Global Inc. - Class A Common Stock|Q|N|N|100.0|N|N
MBNKP|Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F|S|N|N|100.0|N|N
MBOT|Microbot Medical Inc.  - Common Stock|S|N|N|100.0|N|N
MBRX|Moleculin Biotech, Inc. - Common Stock|S|N|N|100.0|N|N
MBUU|Malibu Boats, Inc. - Common Stock|G|N|N|100.0|N|N
MBWM|Mercantile Bank Corporation - Common Stock|Q|N|N|100.0|N|N
MCACR|Monterey Capital Acquisition Corporation - Rights|G|N|N|100.0|N|N
MCACU|Monterey Capital Acquisition Corporation - Unit|G|N|N|100.0|N|N
MCACW|Monterey Capital Acquisition Corporation - Warrants|G|N|N|100.0|N|N
MCBC|Macatawa Bank Corporation - Common Stock|Q|N|N|100.0|N|N
MCBS|MetroCity Bankshares, Inc. - Common Stock|Q|N|N|100.0|N|N
MCFT|MasterCraft Boat Holdings, Inc. - Common Stock|G|N|N|100.0|N|N
MCHP|Microchip Technology Incorporated - Common Stock|Q|N|N|100.0|N|N
MCHX|Marchex, Inc. - Class B Common Stock|Q|N|N|100.0|N|N
MCRI|Monarch Casino & Resort, Inc. - Common Stock|Q|N|N|100.0|N|N
MCVT|Mill City Ventures III, Ltd. - Common Stock|S|N|N|100.0|N|N
MDB|MongoDB, Inc. - Class A Common Stock|G|N|N|100.0|N|N
MDBH|MDB Capital Holdings, LLC - Class A common |S|N|N|100.0|N|N
MDGL|Madrigal Pharmaceuticals, Inc. - Common Stock|Q|N|N|100.0|N|N
MDIA|Mediaco Holding Inc. - Class A Common Stock|S|N|N|100.0|N|N
MDJH|MDJM LTD - Ordinary Shares|S|N|N|100.0|N|N
MDLZ|Mondelez International, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
MDRR|Medalist Diversified REIT, Inc. - Common Stock|S|N|N|100.0|N|N
MDRRP|Medalist Diversified REIT, Inc. - Series A Cumulative Redeemable Preferred Stock|S|N|N|100.0|N|N
MDWD|MediWound Ltd. - Ordinary Shares|G|N|N|100.0|N|N
MDXG|MiMedx Group, Inc - Common Stock|S|N|N|100.0|N|N
MDXH|MDxHealth SA - Ordinary Shares|S|N|N|100.0|N|N
MEDP|Medpace Holdings, Inc. - Common Stock|Q|N|N|100.0|N|N
MEIP|MEI Pharma, Inc. - Common Stock|S|N|N|100.0|N|N
MELI|MercadoLibre, Inc. - Common Stock|Q|N|N|100.0|N|N
MEOH|Methanex Corporation - Common Stock|Q|N|N|100.0|N|N
MERC|Mercer International Inc. - Common Stock|Q|N|N|100.0|N|N
MESO|Mesoblast Limited - American Depositary Shares|Q|N|N|100.0|N|N
META|Meta Platforms, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
METC|Ramaco Resources, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
METCB|Ramaco Resources, Inc. - Class B Common Stock|Q|N|N|100.0|N|N
METCL|Ramaco Resources, Inc. - 9.00% Senior Notes due 2026|Q|N|N|100.0|N|N
MFH|Mercurity Fintech Holding Inc. - American Ordinary Shares|S|N|N|100.0|N|N
MFI|mF International Limited - Ordinary Shares|S|N|N|100.0|N|N
MFIC|MidCap Financial Investment Corporation - Closed End Fund|Q|N|N|100.0|N|N
MFICL|MidCap Financial Investment Corporation - 8.00% Notes due 2028|Q|N|N|100.0|N|N
MFIN|Medallion Financial Corp. - Common Stock|Q|N|N|100.0|N|N
MGEE|MGE Energy Inc. - Common Stock|Q|N|N|100.0|N|N
MGIC|Magic Software Enterprises Ltd. - Ordinary Shares|Q|N|N|100.0|N|N
MGIH|Millennium Group International Holdings Limited - Ordinary Shares|S|N|N|100.0|N|N
MGNI|Magnite, Inc. - Common Stock|Q|N|N|100.0|N|N
MGNX|MacroGenics, Inc. - Common Stock|Q|N|N|100.0|N|N
MGPI|MGP Ingredients, Inc. - Common Stock|Q|N|N|100.0|N|N
MGRC|McGrath RentCorp - Common Stock|Q|N|N|100.0|N|N
MGRM|Monogram Technologies Inc. - Common Stock|S|N|N|100.0|N|N
MGTX|MeiraGTx Holdings plc - Ordinary Shares|Q|N|N|100.0|N|N
MGX|Metagenomi, Inc. - Common Stock|Q|N|N|100.0|N|N
MGYR|Magyar Bancorp, Inc. - Common Stock|G|N|N|100.0|N|N
MHLD|Maiden Holdings, Ltd. - Common Stock|S|N|N|100.0|N|N
MICS|The Singing Machine Company, Inc. - Common Stock|S|N|N|100.0|N|N
MIDD|The Middleby Corporation - Common Stock|Q|N|N|100.0|N|N
MIGI|Mawson Infrastructure Group Inc. - Common Stock|S|N|N|100.0|N|N
MIND|MIND Technology, Inc. - Common Stock|S|N|N|100.0|N|N
MINDP|MIND Technology, Inc. - Series A 9.00% Series A Cumulative Preferred Stock|S|N|N|100.0|N|N
MIRA|MIRA Pharmaceuticals, Inc. - Common Stock|S|N|N|100.0|N|N
MIRM|Mirum Pharmaceuticals, Inc. - common stock|G|N|N|100.0|N|N
MIST|Milestone Pharmaceuticals Inc. - Common Shares|Q|N|N|100.0|N|N
MITAU|Coliseum Acquisition Corp. - Unit|S|N|N|100.0|N|N
MITAW|Coliseum Acquisition Corp. - Warrant|S|N|N|100.0|N|N
MKSI|MKS Instruments, Inc. - Common Stock|Q|N|N|100.0|N|N
MKTW|MarketWise, Inc. - Class A Common Stock|G|N|N|100.0|N|N
MKTX|MarketAxess Holdings, Inc. - Common Stock|Q|N|N|100.0|N|N
MLAB|Mesa Laboratories, Inc. - Common Stock|Q|N|N|100.0|N|N
MLCO|Melco Resorts & Entertainment Limited - American Depositary Shares |Q|N|N|100.0|N|N
MLEC|Moolec Science SA - Ordinary shares|S|N|N|100.0|N|N
MLECW|Moolec Science SA - Warrant|S|N|N|100.0|N|N
MLGO|MicroAlgo, Inc. - Ordinary Shares|S|N|N|100.0|N|N
MLKN|MillerKnoll, Inc. - Common Stock|Q|N|N|100.0|N|N
MLTX|MoonLake Immunotherapeutics - Class A Ordinary Shares|S|N|N|100.0|N|N
MLYS|Mineralys Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
MMAT|Meta Materials Inc. - Common Stock|S|N|N|100.0|N|N
MMLP|Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests|Q|N|N|100.0|N|N
MMSI|Merit Medical Systems, Inc. - Common Stock|Q|N|N|100.0|N|N
MMYT|MakeMyTrip Limited - Ordinary Shares|Q|N|N|100.0|N|N
MNDO|MIND C.T.I. Ltd. - Ordinary Shares|G|N|N|100.0|N|N
MNDR|Mobile-health Network Solutions - Class A Ordinary Shares|S|N|N|100.0|N|N
MNDY|monday.com Ltd. - Ordinary Shares|Q|N|N|100.0|N|N
MNKD|MannKind Corporation - Common Stock|G|N|N|100.0|N|N
MNMD|Mind Medicine (MindMed) Inc. - Common Shares|Q|N|N|100.0|N|N
MNOV|MediciNova, Inc. - Common Stock|G|N|N|100.0|N|N
MNRO|Monro, Inc.  - Common Stock|Q|N|N|100.0|N|N
MNSB|MainStreet Bancshares, Inc. - Common Stock|S|N|N|100.0|N|N
MNSBP|MainStreet Bancshares, Inc. - Depositary Shares|S|N|N|100.0|N|N
MNST|Monster Beverage Corporation - Common Stock|Q|N|N|100.0|N|N
MNTK|Montauk Renewables, Inc. - Common Stock|S|N|N|100.0|N|N
MNTX|Manitex International, Inc. - common stock|S|N|N|100.0|N|N
MNY|MoneyHero Limited - Class A Ordinary Shares|G|N|N|100.0|N|N
MNYWW|MoneyHero Limited - Warrants|G|N|N|100.0|N|N
MOB|Mobilicom Limited - American Depositary Shares|S|N|N|100.0|N|N
MOBBW|Mobilicom Limited - Warrants|S|N|N|100.0|N|N
MOBX|Mobix Labs, Inc. - Class A Common Stock|G|N|N|100.0|N|N
MOBXW|Mobix Labs, Inc. - Warrants|S|N|N|100.0|N|N
MODD|Modular Medical, Inc. - common stock|S|N|N|100.0|N|N
MODV|ModivCare Inc. - Common Stock|Q|N|N|100.0|N|N
MOFG|MidWestOne Financial Group, Inc. - Common Stock|Q|N|N|100.0|N|N
MOGO|Mogo Inc. - Common Shares|S|N|N|100.0|N|N
MOLN|Molecular Partners AG - American Depositary Shares|Q|N|N|100.0|N|N
MOMO|Hello Group Inc.  - American Depositary Shares|Q|N|N|100.0|N|N
